,DBNOs,assists,boosts,createdAt,damageDealt,deathType,headshotKills,heals,killPlace,killPoints,killPointsDelta,killStreaks,kills,lastKillPoints,lastWinPoints,longestKill,mostDamage,name,playerId,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,vehicleDestroys,walkDistance,weaponsAcquired,winPlace,winPoints,winPointsDelta
160,1,0,0,2018-10-02T00:54:36Z,149.0,byplayer,0,0,73,1479,-19.7029819,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,1,0.0,0,0.0,0,205.589,0,230.173874,3,36,1610,-10.7956591
161,0,2,5,2018-10-02T00:32:28Z,198.549988,byplayer,0,5,24,1489,1.89105844,1,1,0,0,8.45159149,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,1179.291,0,3010.84082,8,4,1603,7.11994076
162,1,2,4,2018-10-02T00:09:33Z,187.722717,byplayer,0,1,49,1475,-10.2534037,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,1232.307,0,2972.83,5,5,1606,6.84036
163,3,0,1,2018-10-01T23:58:41Z,359.1505,byplayer,0,1,12,1475,14.28218,2,3,0,0,60.9127846,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,530.039,0,1184.47839,3,22,1606,-2.128755
164,0,0,3,2018-10-01T23:32:53Z,91.0,byplayer,0,16,25,1476,4.855983,1,1,0,0,11.3426123,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,168.33783,0,1176.867,0,2677.972,5,1,1587,9.186924
165,1,0,2,2018-10-01T23:09:09Z,36.062294,byplayer,0,0,43,1544,-6.322391,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,119.356781,0,1296.518,0,2959.69287,4,1,1617,9.60573
166,0,0,0,2018-10-01T23:04:21Z,91.14,byplayer,0,0,86,1544,-24.57744,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,153.852,0,72.58622,2,45,1617,-12.1975374
167,0,0,1,2018-10-01T22:59:12Z,46.8,byplayer,0,0,71,1544,-21.0986061,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,182.788,0,93.0330658,2,35,1617,-8.842704
168,0,0,0,2018-10-01T22:53:30Z,161.3191,byplayer,0,0,71,1541,-22.3331738,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,250.051,0,300.176758,2,33,1612,-8.773843
169,2,1,3,2018-10-01T22:31:03Z,333.622131,byplayer,0,5,21,1529,2.91422176,1,1,0,0,4.97309875,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,1210.374,0,2893.90259,4,7,1605,5.01207924
170,1,6,3,2018-10-01T22:08:20Z,507.33316,byplayer,0,6,10,1498,12.2690525,1,2,0,0,61.88396,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,1245.605,0,3071.59351,7,5,1599,6.61072254
171,2,2,4,2018-10-01T21:47:47Z,621.212463,byplayer,2,8,4,1498,30.60989,1,5,0,0,67.5748,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,1,0.0,0,0.0,0,1098.096,0,2342.89771,7,6,1599,6.00061655
172,0,0,2,2018-10-01T21:11:58Z,138.873779,byplayer,0,5,53,1487,-15.4732618,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,514.005,0,734.9207,3,18,1591,0.256855816
173,2,0,3,2018-10-01T20:47:47Z,457.079559,byplayer,0,4,5,1461,26.4158821,1,4,0,0,36.07654,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,1,0.0,0,0.0,0,1266.866,0,2925.5813,7,4,1582,7.242021
174,1,1,8,2018-10-01T20:23:54Z,256.384674,alive,1,7,6,1454,26.3247566,2,3,0,0,41.42222,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,47.404892,0,1296.915,0,3107.07715,4,1,1591,9.323142
175,1,0,1,2018-10-01T20:03:37Z,180.65,byplayer,0,0,22,1473,6.88005829,2,2,0,0,29.6492767,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,272.699,0,197.29982,3,35,1608,-8.455155
176,2,0,0,2018-10-01T19:57:22Z,273.530029,byplayer,0,0,40,1473,-7.21320057,1,1,0,0,14.0651369,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,192.332,0,132.6856,3,30,1608,-8.029319
177,0,0,0,2018-10-01T19:44:20Z,224.1853,byplayer,0,0,20,1473,8.512571,1,2,0,0,61.40095,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,617.827,0,1343.62036,6,20,1608,-0.26681596
178,0,0,0,2018-10-01T19:38:40Z,0.0,byplayer,0,0,76,1433,-20.2023144,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,170.939,0,80.70164,2,36,1600,-9.521017
179,2,2,9,2018-10-01T19:12:52Z,711.5441,byplayer,2,9,3,1456,39.93218,1,5,0,0,39.4124374,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,43.8146973,0,1377.485,0,3372.839,3,2,1613,8.458452
180,0,0,0,2018-10-01T19:08:04Z,0.0,byplayer,0,0,80,1449,-22.6317673,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,121.605,0,41.5765724,0,41,1606,-13.3174219
181,0,1,6,2018-10-01T18:42:27Z,230.685455,byplayer,0,2,25,1457,6.468764,1,1,0,0,33.3207626,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,1358.359,0,3077.56152,4,3,1625,7.618924
182,2,1,0,2018-10-01T18:34:45Z,379.97998,byplayer,1,1,15,1457,10.6176739,2,3,0,0,20.0925789,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,249.962,0,290.6443,2,35,1625,-10.3450222
183,0,0,0,2018-10-01T18:29:04Z,77.30145,byplayer,0,0,65,1457,-18.2431412,0,0,0,0,0.0,0,tandyman,account.575dfb00cf3d4ef19819763c7a71b961,,0,0.0,0,0.0,0,234.506,0,170.992859,2,32,1625,-9.175045
